,deleted_responses,condition,article,consent,consent2,have_facebook_q,believe_climate_change_q,believer_doubter,post_trustworthy,post_accurate,like_post,share_post,recognize_source,burning_oil_co2,nuclear_power_co2,co2_methane,global_co2_increase,climate_change_human_activities,last_century_global_increase,today_concentration_already_occured,scientists_expect_warming_increase_melting,scientists_expect_increase_extreme_events,scientists_expect_increase_water_evap,scientists_expect_climate_change_evenly,feelings_toward_fb,gender,gender_text,age,education,politics,politics_text,conservative,post_type,post_trust
855,,Control,Breitbart,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,1.0,1.0,-5.0,1.0,Yes,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,1.7,Male,,38.0,Bachelor's degree in college (4-year),Democrat,,Moderate,Fake,1.0
856,,Enhanced Guidelines,Breitbart,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,1.0,1.0,-5.0,1.0,Yes,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,-4.2,Male,,28.0,Bachelor's degree in college (4-year),Democrat,,Somewhat liberal,Fake,1.0
857,,Guidelines,Breitbart,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,1.0,1.0,-5.0,1.0,Yes,Correct,Incorrect,Incorrect,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,-1.0,Male,,37.0,Bachelor's degree in college (4-year),Democrat,,Somewhat liberal,Fake,1.0
858,,Enhanced Guidelines,Breitbart,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,1.1,1.1,-5.0,1.0,Yes,Correct,Incorrect,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,0.1,Male,,44.0,Some college but no degree,Independent,,Very liberal,Fake,1.1
859,,Enhanced Guidelines,Breitbart,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,1.0,1.1,-5.0,1.0,Yes,Correct,Do not know,Do not know,Correct,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Incorrect,-1.0,Male,,35.0,Graduate or professional degree,Democrat,,Somewhat liberal,Fake,1.05
861,,Guidelines,Breitbart,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,1.0,1.0,-5.0,1.0,Yes,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,3.0,Female,,50.0,Bachelor's degree in college (4-year),Democrat,,Very liberal,Fake,1.0
862,,Guidelines,Breitbart,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,1.0,1.0,-5.0,1.0,Yes,Correct,Correct,Correct,Correct,Correct,Do not know,Do not know,Correct,Correct,Correct,Correct,2.6,Female,,43.0,Some college but no degree,Independent,,Moderate,Fake,1.0
863,,Guidelines,Breitbart,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,1.0,1.0,-5.0,1.0,Yes,Correct,Correct,Incorrect,Correct,Do not know,Incorrect,Correct,Correct,Correct,Correct,Correct,-2.2,Female,,29.0,Bachelor's degree in college (4-year),Democrat,,Very liberal,Fake,1.0
864,,Guidelines,Breitbart,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,I am unsure,Doubter,4.0,6.1,-5.0,1.0,Yes,Correct,Incorrect,Incorrect,Correct,Do not know,Correct,Correct,Correct,Correct,Incorrect,Incorrect,-2.1,Male,,60.0,Some college but no degree,Independent,,Somewhat liberal,Fake,5.05
865,,Guidelines,Breitbart,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,4.0,3.0,-5.0,1.0,Yes,Do not know,Do not know,Do not know,Correct,Correct,Correct,Do not know,Correct,Correct,Incorrect,Incorrect,2.0,Male,,31.0,Bachelor's degree in college (4-year),Republican,,Very conservative,Fake,3.5
866,,Control,Breitbart,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,1.0,1.0,-5.0,1.0,Yes,Correct,Correct,Do not know,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Incorrect,-5.0,Male,,24.0,Bachelor's degree in college (4-year),Independent,,Somewhat liberal,Fake,1.0
867,,Control,Breitbart,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,1.0,1.0,-5.0,1.0,Yes,Correct,Do not know,Incorrect,Correct,Correct,Correct,Do not know,Correct,Correct,Do not know,Do not know,-3.9,Male,,37.0,High school graduate (high school diploma or equivalent including GED),No party/not interested in politics,,Not sure/not interested in politics,Fake,1.0
868,,Enhanced Guidelines,Breitbart,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,I am unsure,Doubter,1.0,1.0,-5.0,1.0,Yes,Do not know,Do not know,Do not know,Correct,Do not know,Do not know,Correct,Correct,Correct,Do not know,Do not know,0.2,Female,,43.0,Bachelor's degree in college (4-year),Democrat,,Somewhat liberal,Fake,1.0
869,,Control,Breitbart,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,4.7,6.2,-5.0,1.0,Yes,Correct,Incorrect,Do not know,Correct,Correct,Correct,Do not know,Correct,Correct,Incorrect,Incorrect,0.0,Male,,28.0,Bachelor's degree in college (4-year),Republican,,Somewhat conservative,Fake,5.45
870,,Enhanced Guidelines,Breitbart,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,5.0,5.0,-5.0,1.0,Yes,Incorrect,Do not know,Do not know,Correct,Do not know,Do not know,Do not know,Correct,Correct,Do not know,Do not know,3.8,Female,,50.0,Some college but no degree,Independent,,Moderate,Fake,5.0
871,,Control,Breitbart,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,10.0,10.0,-5.0,1.0,Yes,Do not know,Do not know,Do not know,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Do not know,0.1,Female,,49.0,Some college but no degree,Democrat,,Moderate,Fake,10.0
872,,Enhanced Guidelines,Breitbart,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,1.0,1.0,-4.9,1.0,Yes,Correct,Incorrect,Do not know,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,0.1,Male,,72.0,Some college but no degree,Democrat,,Somewhat liberal,Fake,1.0
873,,Enhanced Guidelines,Breitbart,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,3.0,4.4,-4.9,1.0,Yes,Correct,Do not know,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,-1.0,Female,,19.0,Some college but no degree,Democrat,,Somewhat liberal,Fake,3.7
875,,Enhanced Guidelines,Breitbart,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,1.0,1.0,-4.9,1.0,Yes,Correct,Do not know,Do not know,Correct,Correct,Correct,Do not know,Correct,Correct,Do not know,Incorrect,0.0,Male,,39.0,Bachelor's degree in college (4-year),Democrat,,Somewhat liberal,Fake,1.0
876,,Enhanced Guidelines,Breitbart,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,1.0,1.0,-5.0,1.0,Yes,Correct,Do not know,Do not know,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,-0.9,Female,,28.0,Graduate or professional degree,Democrat,,Very liberal,Fake,1.0
877,,Enhanced Guidelines,Breitbart,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,1.9,2.3,-4.7,1.0,Yes,Correct,Correct,Do not know,Correct,Correct,Do not know,Do not know,Correct,Correct,Correct,Incorrect,0.3,Female,,36.0,Graduate or professional degree,Democrat,,Very liberal,Fake,2.0999999999999996
879,,Enhanced Guidelines,Breitbart,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,1.9,2.1,-3.8,1.0,Yes,Correct,Correct,Incorrect,Correct,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Incorrect,5.0,Female,,35.0,Bachelor's degree in college (4-year),Independent,,Moderate,Fake,2.0
880,,Guidelines,Breitbart,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,1.0,1.0,-4.7,1.0,Yes,Do not know,Do not know,Do not know,Do not know,Correct,Do not know,Do not know,Correct,Correct,Correct,Correct,1.3,Female,,31.0,Bachelor's degree in college (4-year),Democrat,,Somewhat liberal,Fake,1.0
882,,Control,Breitbart,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,6.0,6.0,-5.0,1.0,Yes,Correct,Correct,Correct,Correct,Correct,Correct,Do not know,Correct,Correct,Correct,Correct,-2.2,Female,,36.0,Graduate or professional degree,Other,Social democrat,Moderate,Fake,6.0
883,,Control,Breitbart,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,1.4,1.5,-4.7,1.0999999999999996,Yes,Correct,Correct,Incorrect,Correct,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Incorrect,-4.0,Male,,26.0,Bachelor's degree in college (4-year),Democrat,,Very liberal,Fake,1.45
885,,Control,Breitbart,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,1.2,1.3,-5.0,1.0999999999999996,Yes,Incorrect,Correct,Do not know,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,-1.8,Male,,58.0,High school graduate (high school diploma or equivalent including GED),Democrat,,Somewhat liberal,Fake,1.25
886,,Guidelines,Breitbart,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,FALSE,Doubter,6.1,4.8,-0.9,1.2000000000000002,Yes,Incorrect,Incorrect,Incorrect,Correct,Incorrect,Incorrect,Correct,Incorrect,Incorrect,Incorrect,Incorrect,-5.0,Male,,21.0,Bachelor's degree in college (4-year),Republican,,Very conservative,Fake,5.449999999999999
887,,Guidelines,Breitbart,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,I am unsure,Doubter,4.9,4.9,-4.5,1.2000000000000002,Yes,Correct,Incorrect,Do not know,Correct,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,0.2,Female,,67.0,Some college but no degree,Independent,,Moderate,Fake,4.9
888,,Enhanced Guidelines,Breitbart,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,I am unsure,Doubter,3.1,6.4,-4.9,1.2000000000000002,Yes,Correct,Correct,Do not know,Correct,Do not know,Correct,Incorrect,Correct,Correct,Do not know,Do not know,-0.6,Female,,54.0,Graduate or professional degree,Democrat,,Somewhat liberal,Fake,4.75
889,,Guidelines,Breitbart,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,I am unsure,Doubter,1.2,1.7,-4.1,1.4000000000000004,Yes,Correct,Do not know,Do not know,Correct,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Incorrect,1.2,Female,,45.0,Bachelor's degree in college (4-year),Independent,,Moderate,Fake,1.45
890,,Enhanced Guidelines,Breitbart,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,1.0,1.1,-4.4,1.5999999999999996,Yes,Do not know,Do not know,Do not know,Correct,Correct,Correct,Do not know,Correct,Correct,Incorrect,Incorrect,-1.2,Female,,34.0,Graduate or professional degree,Independent,,Somewhat liberal,Fake,1.05
891,,Guidelines,Breitbart,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,3.0,2.9,-3.0,1.7999999999999998,Yes,Incorrect,Correct,Correct,Correct,Incorrect,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,-2.6,Female,,39.0,High school graduate (high school diploma or equivalent including GED),Independent,,Moderate,Fake,2.95
892,,Enhanced Guidelines,Breitbart,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,I am unsure,Doubter,2.7,5.0,-1.7,1.7999999999999998,Yes,Correct,Correct,Do not know,Correct,Do not know,Correct,Correct,Correct,Correct,Correct,Do not know,-3.6,Female,,31.0,Graduate or professional degree,Independent,,Somewhat conservative,Fake,3.85
893,,Enhanced Guidelines,Breitbart,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,FALSE,Doubter,9.2,9.2,-4.1,1.9000000000000004,Yes,Correct,Correct,Correct,Correct,Incorrect,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,0.1,Male,,52.0,Associate degree in college (2-year),Independent,,Very conservative,Fake,9.2
895,,Guidelines,Breitbart,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,1.0,1.2,-4.4,2.0,Yes,Correct,Correct,Incorrect,Correct,Correct,Do not know,Correct,Correct,Correct,Incorrect,Incorrect,-3.2,Male,,65.0,Graduate or professional degree,Other,socialist,Very liberal,Fake,1.1
896,,Guidelines,Breitbart,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,FALSE,Doubter,3.1,3.3,-4.4,2.3,Yes,Correct,Correct,Correct,Correct,Incorrect,Correct,Do not know,Correct,Correct,Correct,Do not know,-1.2,Female,,46.0,Graduate or professional degree,Independent,,Somewhat liberal,Fake,3.2
897,,Guidelines,Breitbart,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,1.4,1.3,-4.9,2.4,Yes,Do not know,Incorrect,Incorrect,Correct,Correct,Correct,Do not know,Correct,Correct,Correct,Correct,0.5,Male,,72.0,Bachelor's degree in college (4-year),Democrat,,Moderate,Fake,1.35
898,,Enhanced Guidelines,Breitbart,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,I am unsure,Doubter,1.7,1.4,-5.0,2.5,Yes,Do not know,Incorrect,Incorrect,Correct,Do not know,Correct,Do not know,Correct,Correct,Incorrect,Do not know,1.1,Male,,66.0,Bachelor's degree in college (4-year),Independent,,Moderate,Fake,1.5499999999999998
899,,Guidelines,Breitbart,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,1.3,1.6,-4.7,2.8,Yes,Correct,Incorrect,Incorrect,Correct,Correct,Correct,Do not know,Correct,Correct,Do not know,Incorrect,-1.3,Male,,62.0,Graduate or professional degree,Democrat,,Somewhat liberal,Fake,1.4500000000000002
900,,Enhanced Guidelines,Breitbart,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,2.5,3.3,-3.7,2.8,Yes,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,-3.0,Female,,34.0,Bachelor's degree in college (4-year),Democrat,,Very liberal,Fake,2.9
